s_m,x_m,y_m,kappa_radpm,w_tr_right_m,w_tr_left_m,d_m
4772.000000,-375.511931,368.847670,0.000020,8.406697,8.406697,-2.886908
4774.000000,-375.463434,366.844789,0.000037,8.405656,8.405656,-2.946764
4776.000000,-375.414997,364.841906,0.000011,8.404939,8.404939,-3.007368
4778.000000,-375.366307,362.839029,-0.000003,8.404617,8.404617,-3.068707
4780.000000,-375.317882,360.836146,0.000028,8.403603,8.403603,-3.131448
4782.000000,-375.269228,358.833269,0.000028,8.402902,8.402902,-3.195319
4784.000000,-375.220317,356.830398,-0.000058,8.402818,8.402818,-3.260515
4786.000000,-375.171701,354.827519,-0.000032,8.401592,8.401592,-3.327390
4788.000000,-375.123684,352.824626,0.000067,8.401282,8.401282,-3.396000
4790.000000,-375.074688,350.821757,0.000025,8.400680,8.400680,-3.464332
4792.000000,-375.025970,348.818881,-0.000016,8.400260,8.400260,-3.532912
4794.000000,-374.977274,346.816005,0.000001,8.399476,8.399476,-3.600833
4796.000000,-374.928509,344.813130,0.000038,8.398956,8.398956,-3.667424
4798.000000,-374.879845,342.810253,0.000266,8.398429,8.398429,-3.732526
4800.000000,-374.830432,340.807394,0.000660,8.398498,8.398498,-3.794989
4802.000000,-374.778152,338.804609,0.000443,8.401290,8.401290,-3.852213
4804.000000,-374.721758,336.801935,-0.000292,8.407752,8.407752,-3.903251
4806.000000,-374.669350,334.799153,-0.000447,8.410516,8.410516,-3.956137
4808.000000,-374.617772,332.796348,-0.000265,8.412038,8.412038,-4.007199
4810.000000,-374.567716,330.793505,-0.000252,8.412538,8.412538,-4.056354
4812.000000,-374.518032,328.790654,-0.000239,8.412261,8.412261,-4.102432
4814.000000,-374.470124,326.787758,-0.000157,8.410548,8.410548,-4.146238
4816.000000,-374.422130,324.784865,-0.000092,8.408471,8.408471,-4.185252
4818.000000,-374.375045,322.781950,-0.000004,8.406119,8.406119,-4.220463
4820.000000,-374.327712,320.779041,0.000042,8.403373,8.403373,-4.251618
4822.000000,-374.280027,318.776140,0.000021,8.401793,8.401793,-4.279191
4824.000000,-374.232617,316.773233,0.000059,8.399379,8.399379,-4.304036
4826.000000,-374.184677,314.770338,0.000033,8.397008,8.397008,-4.326270
4828.000000,-374.136567,312.767447,-0.000012,8.395129,8.395129,-4.346853
4830.000000,-374.088801,310.764548,0.000050,8.393403,8.393403,-4.366509
4832.000000,-374.040705,308.761657,0.000115,8.391917,8.391917,-4.384903
4834.000000,-373.992125,306.758778,0.000165,8.390864,8.390864,-4.401928
4836.000000,-373.942993,304.755912,0.000255,8.391121,8.391121,-4.417401
4838.000000,-373.892793,302.753073,0.000269,8.393349,8.393349,-4.430778
4840.000000,-373.841184,300.750270,0.000100,8.396615,8.396615,-4.441722
4842.000000,-373.789147,298.747477,-0.000035,8.400485,8.400485,-4.451160
4844.000000,-373.737773,296.744668,-0.000017,8.403960,8.403960,-4.460245
4846.000000,-373.686070,294.741866,0.000001,8.406913,8.406913,-4.468494
4848.000000,-373.634635,292.739058,-0.000007,8.410116,8.410116,-4.476801
4850.000000,-373.582974,290.736256,0.000005,8.413541,8.413541,-4.485126
4852.000000,-373.531602,288.733447,0.000019,8.416769,8.416769,-4.494627
4854.000000,-373.479797,286.730648,-0.000033,8.420383,8.420383,-4.505205
4856.000000,-373.428266,284.727843,-0.000160,8.423711,8.423711,-4.518486
4858.000000,-373.377145,282.725027,-0.000265,8.425779,8.425779,-4.535037
4860.000000,-373.327496,280.722174,-0.000345,8.428337,8.428337,-4.555609
4862.000000,-373.278752,278.719298,-0.000393,8.430925,8.430925,-4.579460
4864.000000,-373.232269,276.716369,-0.000278,8.433732,8.433732,-4.608130
4866.000000,-373.186675,274.713420,-0.000117,8.437287,8.437287,-4.639367
4868.000000,-373.141507,272.710461,-0.000047,8.440649,8.440649,-4.672080
4870.000000,-373.096469,270.707499,0.000093,8.443477,8.443477,-4.705425
4872.000000,-373.051501,268.704535,0.000246,8.445586,8.445586,-4.738749
4874.000000,-373.004771,266.701612,0.000298,8.448901,8.448901,-4.769798
4876.000000,-372.957547,264.698700,0.000420,8.452694,8.452694,-4.799401
4878.000000,-372.908290,262.695838,0.000457,8.457165,8.457165,-4.826047
4880.000000,-372.856853,260.693030,0.000314,8.461183,8.461183,-4.849562
4882.000000,-372.804480,258.690246,0.000217,8.466064,8.466064,-4.871005
4884.000000,-372.751123,256.687489,0.000044,8.472800,8.472800,-4.890540
4886.000000,-372.697186,254.684747,-0.000256,8.481192,8.481192,-4.908484
4888.000000,-372.644688,252.681967,-0.000312,8.491793,8.491793,-4.926537
4890.000000,-372.594005,250.679140,0.000229,8.500741,8.500741,-4.945168
4892.000000,-372.543257,248.676314,0.000896,8.508640,8.508640,-4.962265
